# Created by: riboviz
# Date: 2023-04-05 10:16:43.407490
# Command-line tool: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/riboviz/tools/trim_5p_mismatch.py
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/riboviz/trim_5p_mismatch.py
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35+00:00
num_processed	num_discarded	num_trimmed	num_written
1263	0	0	1263
